"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"232230_at",1.10321920945782,2.97527985366668,6.48194845468024,4.30810362578609e-09,1.5605077833192e-07,10.4353732234947,"OLMALINC","90271"
"212444_at",2.5602461846863,7.50528357287487,6.48056373450702,4.33540432128252e-09,1.56901075719213e-07,10.429227726834,"GPRC5A","9052"
"204819_at",-1.41041876857473,4.5008457283139,-6.47761311184084,4.39414968485851e-09,1.58746884297743e-07,10.416134240389,"FGD1","2245"
"201427_s_at",1.84615151753445,12.2561896905442,6.47160647631069,4.51618109237313e-09,1.62868504407799e-07,10.3894863700051,"SELENOP","6414"
"228081_at",1.26774414177276,5.01391791097382,6.46786755761581,4.59382691052213e-09,1.65377768778797e-07,10.3729036082744,"CCNG2","901"
"219882_at",1.66076423862023,3.51225766882037,6.46315047385482,4.69367134237508e-09,1.68823947125217e-07,10.3519875564882,"TTLL7","79739"
"216603_at",1.17401133755236,4.29503873898996,6.46157710358138,4.72744893289305e-09,1.69636479561473e-07,10.3450123186188,"SLC7A8","23428"
"225516_at",2.04459901625237,5.67820155169373,6.45696028645704,4.82795739998758e-09,1.72744821316833e-07,10.3245481636405,"SLC7A2","6542"
"209946_at",1.42330016284606,5.82081365794784,6.45621833744928,4.84430551652037e-09,1.73069537142966e-07,10.3212599614399,"VEGFC","7424"
"219371_s_at",1.12389579517903,9.15119105617667,6.45616538729636,4.84547431080201e-09,1.73069537142966e-07,10.3210252999765,"KLF2","10365"
"203126_at",-1.84490765122783,9.19049905673272,-6.455366491902,4.86314258255865e-09,1.73549432946244e-07,10.3174848875194,"IMPA2","3613"
"219033_at",1.7885813627073,6.29778163102375,6.44717383842762,5.04804595252567e-09,1.79465118976614e-07,10.2811874197854,"PARP8","79668"
"216005_at",1.95309914817007,3.38620640936092,6.44705433934021,5.05079375912135e-09,1.79465118976614e-07,10.280658106937,"TNC","3371"
"226936_at",-1.63971669908666,9.64126692873479,-6.4464848766003,5.06390852101642e-09,1.79738228605071e-07,10.2781357616558,"CENPW","387103"
"225520_at",-1.2848303847461,7.94617069782692,-6.44634015151908,5.06724690926403e-09,1.79738228605071e-07,10.2774947379602,"MTHFD1L","25902"
"231859_at",1.58476485730872,3.07742312121281,6.44448274539209,5.11028549364099e-09,1.80951767168614e-07,10.2692682952348,"C14orf132","56967"
"213005_s_at",-1.73054710588918,8.44033701223108,-6.44202831197366,5.16771262980781e-09,1.82827341391406e-07,10.2583989743188,"KANK1","23189"
"209506_s_at",1.54039821874137,5.07695308521337,6.43996214594991,5.21654949632651e-09,1.84396030644287e-07,10.2492502689097,"NR2F1","7025"
"244777_at",1.16756305761112,6.92417575340924,6.43711601837029,5.28456966467619e-09,1.86639530172595e-07,10.2366497894834,"DCP2","167227"
"209386_at",-1.62781707231381,12.7260463450948,-6.43393094946104,5.36173007240176e-09,1.88902172803774e-07,10.2225512004407,"TM4SF1","4071"
"229014_at",1.71228518845531,2.61815848979299,6.4339012165188,5.36245559320049e-09,1.88902172803774e-07,10.2224196009487,"NR2F1-AS1","441094"
"236957_at",-1.72938276055842,3.47923130462994,-6.43144426147463,5.42274485458338e-09,1.90698310477991e-07,10.211545779838,"CDCA2","157313"
"204654_s_at",1.31697715251096,7.55441134759461,6.43068924864349,5.44140571971164e-09,1.91026883673849e-07,10.2082046081959,"TFAP2A","7020"
"201294_s_at",1.56092359674562,8.4557159350159,6.42810584778095,5.50573834451191e-09,1.93120012898517e-07,10.1967733483081,"WSB1","26118"
"219848_s_at",1.12002011133378,7.23547719595646,6.42714994346182,5.52973260937903e-09,1.93795859756391e-07,10.1925440141949,"ZNF432","9668"
"202600_s_at",1.16311804156131,10.8636859183535,6.42125968990197,5.67988161998375e-09,1.98128979686695e-07,10.1664881844667,"NRIP1","8204"
"200783_s_at",-1.05711839134924,9.19398945922631,-6.42116358109191,5.68236465007202e-09,1.98128979686695e-07,10.1660631166239,"STMN1","3925"
"205603_s_at",-1.30590321561537,7.42560183046283,-6.41526620113948,5.83679730663119e-09,2.02995790297799e-07,10.1399848902118,"DIAPH2","1730"
"223696_at",1.17973686404495,7.22157958641281,6.41462787493395,5.85375969309961e-09,2.03413188521912e-07,10.1371627504117,"ARSD","414"
"218542_at",-1.00785723103335,7.7910539519217,-6.40767073115892,6.04182192184561e-09,2.09062334247559e-07,10.1064109857693,"CEP55","55165"
"229538_s_at",-1.05260581337455,7.21484736425165,-6.40683344843977,6.06485366943284e-09,2.09505694912742e-07,10.1027109006067,"IQGAP3","128239"
"232213_at",-1.28333814007964,7.26926103589058,-6.40651773948282,6.07356061300185e-09,2.09629864794215e-07,10.1013157799754,"PELI1","57162"
"204162_at",-1.29441509814635,9.18993082833131,-6.40528218733037,6.10775485565993e-09,2.10632783937325e-07,10.0958561135708,"NDC80","10403"
"201208_s_at",1.13850431879201,6.10807860236019,6.40056723916075,6.23999937982613e-09,2.14809199589611e-07,10.0750253210381,"TNFAIP1","7126"
"235360_at",-1.24989763306342,4.98172463566743,-6.40040586537177,6.24457530755089e-09,2.14809199589611e-07,10.0743124690078,"PLEKHM3","389072"
"231764_at",-1.14469783508912,6.82414675469155,-6.39636025728348,6.36038267549682e-09,2.18061146510093e-07,10.0564436346502,"CHRAC1","54108"
"203619_s_at",2.14005901190034,2.61956917213392,6.39356035014164,6.44177132173589e-09,2.20298908487455e-07,10.044079375526,"FAIM2","23017"
"231936_at",1.65851472243194,5.79399283031969,6.39211386703425,6.48422045842153e-09,2.21381328623744e-07,10.0376925771672,"HOXC9","3225"
"225743_at",-1.27943920685621,7.68208101387251,-6.39097317958281,6.51789039974404e-09,2.2216091267756e-07,10.0326563746294,"RPUSD3","285367"
"213912_at",2.11985696580762,2.65653691705079,6.38961510673936,6.55820228598765e-09,2.23257456101017e-07,10.0266608472578,"TBC1D30","23329"
"203127_s_at",1.0258864480636,7.36579954110664,6.38952280570103,6.56095099506697e-09,2.23257456101017e-07,10.0262533804715,"SPTLC2","9517"
"227971_at",1.86407927098371,3.87888267871845,6.38858004513248,6.58909151526261e-09,2.24024793450979e-07,10.0220916525134,"NRK","203447"
"225481_at",1.31677820712577,9.07599888192358,6.38840171166044,6.5944279995935e-09,2.24024793450979e-07,10.0213044423692,"FRMD6","122786"
"206453_s_at",-2.031430389039,7.86944931690651,-6.38144124166685,6.8060840999484e-09,2.30641878044863e-07,9.99058564772882,"NDRG2","57447"
"234317_s_at",-1.52637040869709,4.43726735377718,-6.37101071795569,7.1358841217249e-09,2.40941205445356e-07,9.9445762657336,"STOX2","56977"
"218273_s_at",1.70174743370158,7.47072148968619,6.36617530384061,7.29408251904848e-09,2.45354027572653e-07,9.92325684457279,"PDP1","54704"
"222666_s_at",-1.42421945273687,5.65983001284534,-6.36527443109145,7.32393659582824e-09,2.46156308340444e-07,9.91928556581469,"RCL1","10171"
"208936_x_at",1.26364811643234,8.61951691845027,6.36394886940574,7.36808407768741e-09,2.47437280525385e-07,9.91344254014799,"LGALS8","3964"
"204624_at",1.82803638272895,2.7787862549884,6.36139756870225,7.45379569254004e-09,2.49498317205642e-07,9.90219781518681,"ATP7B","540"
"202948_at",1.15973024549039,8.86165056787131,6.360086484024,7.49822431648732e-09,2.50445744404632e-07,9.89641994990296,"IL1R1","3554"
"218164_at",1.62267429758646,6.62723366004362,6.3569057761505,7.60709882061795e-09,2.53801041530202e-07,9.88240467462522,"SPATA20","64847"
"38918_at",1.33761670029175,3.93522061144366,6.35591302776419,7.64139893398379e-09,2.54738147877294e-07,9.87803084025126,"SOX13","9580"
"218602_s_at",-1.26156548905411,5.9969110845498,-6.3532281332705,7.7349310159201e-09,2.57437590403237e-07,9.86620309106239,"HAUS6","54801"
"32094_at",-1.43596874838062,3.38288353420342,-6.34981137816097,7.85559535122961e-09,2.61241550512424e-07,9.85115405903166,"CHST3","9469"
"218218_at",1.22729272196448,6.40115863467623,6.34882053601812,7.89093389905183e-09,2.62204095297181e-07,9.8467904965157,"APPL2","55198"
"225954_s_at",1.07892024911281,5.61507407373748,6.34842945357529,7.90492509967093e-09,2.62456314807212e-07,9.84506828353602,"MIDN","90007"
"222962_s_at",-1.16084806304222,7.44814824360561,-6.34426195507333,8.05555013138362e-09,2.67240920378037e-07,9.82671837433434,"MCM10","55388"
"212141_at",-1.04248636586046,8.85210434872714,-6.3346514485274,8.4137924783945e-09,2.77710011666769e-07,9.78442009049357,"MCM4","4173"
"225656_at",1.0729414039207,8.83541184253109,6.3337209086196,8.44930384101546e-09,2.78501008598873e-07,9.78032586392319,"EFHC1","114327"
"225837_at",-1.03882659957725,8.16719891197068,-6.33088310097734,8.55851719201802e-09,2.81874248145789e-07,9.76784140265131,"RHNO1","83695"
"206044_s_at",-1.42825147616655,4.054719744885,-6.33028156665291,8.58184578767943e-09,2.82415734091499e-07,9.7651953311107,"BRAF","673"
"203625_x_at",-1.08579205496794,9.4561150311216,-6.33004066799621,8.59120587807318e-09,2.8249703754973e-07,9.76413567645793,"SKP2","6502"
"222931_s_at",-1.9622228861505,5.38157465936398,-6.32831491431346,8.65855533353233e-09,2.84483495910384e-07,9.75654496243621,"THNSL1","79896"
"224938_at",1.23573700968125,8.72111597482698,6.3244343022459,8.81191104982657e-09,2.89058880549671e-07,9.73947905324155,"NUFIP2","57532"
"228151_at",1.4664583371417,6.92241510624856,6.31990327311893,8.99436740920854e-09,2.93634586980244e-07,9.71955792630832,"ARL15","54622"
"221207_s_at",1.41929293315582,6.1230794693098,6.31943083198253,9.01360522083055e-09,2.94028534984038e-07,9.71748111069008,"NBEA","26960"
"209900_s_at",-1.84774224380493,6.10249707236454,-6.3118040217261,9.32985165606919e-09,3.02659011664304e-07,9.68396259332719,"SLC16A1","6566"
"228564_at",1.18351584632182,5.88911385578722,6.31154634689577,9.34072537136932e-09,3.02659011664304e-07,9.68283043231293,"LINC01116","375295"
"211026_s_at",1.87387830071891,7.77445812491073,6.30841590321576,9.47383193584016e-09,3.0587795645448e-07,9.66907745884633,"MGLL","11343"
"210319_x_at",1.48492525271423,4.28852059165716,6.30811312728453,9.48680489337032e-09,3.06055820493908e-07,9.6677474150668,"MSX2","4488"
"233436_at",-1.28067175285053,4.5745978403003,-6.30431120585006,9.65120562124186e-09,3.106264013292e-07,9.6510483361565,"MTBP","27085"
"212899_at",-1.18773741585944,8.85294172533481,-6.30095108456491,9.79884217379025e-09,3.14883796625466e-07,9.63629304178395,"CDK19","23097"
"217889_s_at",1.87372489141377,6.02795325356364,6.29891995498122,9.88916482884920e-09,3.16793214564166e-07,9.6273752395546,"CYBRD1","79901"
"211828_s_at",2.22455552414982,4.28544922422853,6.2968977352715,9.97990788465328e-09,3.19450540907356e-07,9.61849767574631,"TNIK","23043"
"226806_s_at",1.96749264754775,7.4841541722925,6.29032855387528,1.02803978604487e-08,3.2830018214162e-07,9.58966662413435,"NFIA","4774"
"226982_at",1.55017443826388,7.09627899656694,6.27920567389251,1.0809683501667e-08,3.43041593328971e-07,9.54087712890958,"ELL2","22936"
"222496_s_at",1.06245787242234,9.24534910794761,6.27604725922813,1.09648216775518e-08,3.47182662599484e-07,9.52702923685413,"RBM47","54502"
"236565_s_at",-2.39609343218592,5.34540813271423,-6.2752054302429,1.10065411851926e-08,3.48234733609289e-07,9.52333874912783,"LARP6","55323"
"218779_x_at",1.7222597674723,5.34054863700631,6.27191287004553,1.11712249830935e-08,3.53172636242688e-07,9.50890639813028,"EPS8L1","54869"
"1558154_at",1.12592656278289,6.65831788246587,6.26824280130842,1.13576587009902e-08,3.57687739919663e-07,9.49282283651634,"LLGL2","3993"
"205453_at",1.93401843032027,7.08615893589184,6.26427160558806,1.15628500190657e-08,3.63870377729679e-07,9.47542382775164,"HOXB2","3212"
"201587_s_at",-1.12487579250342,10.3458711084643,-6.26052323028205,1.17598837616255e-08,3.6922073029226e-07,9.45900507388514,"IRAK1","3654"
"231923_at",1.13968295591375,5.23822300805891,6.25154615379935,1.22453400965492e-08,3.83018388614496e-07,9.41969927053847,"TMEM150C","441027"
"204500_s_at",-1.1590588112066,8.27094547195402,-6.25139457501339,1.22537046245221e-08,3.83018388614496e-07,9.4190357809831,"AGTPBP1","23287"
"230472_at",-3.26979981488867,5.86210541243456,-6.24874393869771,1.24008888944826e-08,3.86975683583991e-07,9.40743447098626,"IRX1","79192"
"225690_at",1.70827322537974,7.33019998918325,6.24821597174756,1.24304135282933e-08,3.87602035219876e-07,9.4051238984209,"CDK12","51755"
"225694_at",1.69253015559041,7.98151583271443,6.24802699688,1.24409981149306e-08,3.87637299927518e-07,9.40429689559772,"CDK12","51755"
"203769_s_at",1.41214194396585,4.24236039999044,6.24328056293844,1.27097859185887e-08,3.94513294326882e-07,9.3835285478802,"STS","412"
"243198_at",1.65468674610586,3.88545497897571,6.2398639983488,1.29068040959317e-08,3.99720993315397e-07,9.36858303626021,"TEX9","374618"
"203909_at",-1.43892816477674,8.20781415189793,-6.23370034941153,1.32698882518517e-08,4.09727784547386e-07,9.34162888287741,"SLC9A6","10479"
"221732_at",1.08174940181623,9.17076794196748,6.23349055671226,1.32824223830778e-08,4.09806205715368e-07,9.34071162952441,"CANT1","124583"
"230147_at",2.16103453271295,5.58236913743011,6.23309819215176,1.33058956994695e-08,4.1022176485793e-07,9.33899617066969,"F2RL2","2151"
"210886_x_at",1.59977024434713,6.61352353681062,6.23242908074719,1.33460199531623e-08,4.10840992612213e-07,9.33607084551849,"TP53TG1","11257"
"239233_at",-1.67098326797825,4.78842582624198,-6.23201549338808,1.33708810267881e-08,4.11297528598963e-07,9.33426272302046,"CCDC88A","55704"
"212316_at",-1.39983533359557,6.29986040456163,-6.23159434989456,1.33962432741118e-08,4.11768785016253e-07,9.33242161601956,"NUP210","23225"
"223274_at",-1.3271164512608,6.462684227942,-6.22671704056785,1.36934478807663e-08,4.20588866593963e-07,9.31110318903258,"TCF19","6941"
"218544_s_at",-1.07581190144185,6.99161870593527,-6.22150901850825,1.40179907265571e-08,4.29913008041695e-07,9.28834663922769,"RCL1","10171"
"223634_at",-1.96810621077046,5.05732248896577,-6.22082431770045,1.40612192218073e-08,4.30594647476466e-07,9.2853553957819,"RASD2","23551"
"212949_at",-1.34375634004872,6.0540862597619,-6.21918611220074,1.41651817786335e-08,4.33131330090297e-07,9.27819912663758,"NCAPH","23397"
"211596_s_at",1.18642159323624,9.02673654442933,6.21869979000679,1.41961901528936e-08,4.33756021631333e-07,9.27607484294609,"LRIG1","26018"
"203474_at",1.68606117289528,7.67833813340926,6.21814247410957,1.42318075322173e-08,4.3452050338871e-07,9.27364053687882,"IQGAP2","10788"
"225722_at",-1.42660002058586,5.54850454229623,-6.21259727773274,1.45910333267776e-08,4.44825821956275e-07,9.24942440469387,"UCK2","7371"
"229024_at",-2.90576072101808,4.2130244995133,-6.20973337726475,1.47800500637563e-08,4.50253471630212e-07,9.23692103088798,"RNF150","57484"
"203160_s_at",-1.00238483414197,7.10241949773808,-6.20852860924454,1.4860284637128e-08,4.52026046929375e-07,9.23166188433209,"RNF8","9025"
"227376_at",1.88865589437684,6.24450504944363,6.20651175365095,1.4995565354119e-08,4.55802936827498e-07,9.2228586733711,"GLI3","2737"
"229285_at",1.18289164598944,7.2162987078843,6.2035663889539,1.5195311858889e-08,4.61532272193988e-07,9.21000476585591,"RNASEL","6041"
"230748_at",1.97894887758171,5.77329136195681,6.2022204703187,1.52874601601279e-08,4.6398742887186e-07,9.20413184542387,"SLC16A6","9120"
"1554572_a_at",-1.04421616101618,8.21532537118924,-6.20146184262337,1.53396423646921e-08,4.65226845800173e-07,9.20082179835215,"SUV39H2","79723"
"221636_s_at",1.60270389669387,5.491500931695,6.20065731515431,1.53951738235801e-08,4.66361517100421e-07,9.19731166041568,"MTARC2","54996"
"204709_s_at",-1.20272000128446,8.01374469219544,-6.20010273372887,1.54335685353337e-08,4.67039147027913e-07,9.19489213971034,"KIF23","9493"
"232968_at",1.07649527059905,4.00182936208899,6.19927084905894,1.54913387018439e-08,4.68441631364607e-07,9.19126296842296,"FANK1","92565"
"227177_at",1.60210295859065,6.4634981320191,6.19624395164179,1.57033477300697e-08,4.74153218206023e-07,9.1780595240403,"CORO2A","7464"
"210904_s_at",1.89390433532696,6.95501604454916,6.18909882704408,1.62152264078531e-08,4.87813018068679e-07,9.14690259788087,"IL13RA1","3597"
"219938_s_at",-1.30596994528972,6.99645337013161,-6.18539663987472,1.64868918874152e-08,4.9453439279559e-07,9.13076464436969,"PSTPIP2","9050"
"214133_at",1.27699184146732,2.95492293634877,6.18044404953817,1.68573446881969e-08,5.04171087961216e-07,9.10918229416322,"MUC6","4588"
"46323_at",1.09823413114606,8.78335586646794,6.1779612543182,1.7046135707275e-08,5.08704329360339e-07,9.09836544661152,"CANT1","124583"
"225031_at",1.04147774308754,6.66119122792032,6.17183886995958,1.75206402727744e-08,5.21725732567058e-07,9.07169950974051,"CHD6","84181"
"242098_at",1.4502257995026,4.04041300872569,6.16867005808358,1.7771327155329e-08,5.28806602813579e-07,9.05790205285598,"ARFGEF3","57221"
"228278_at",-1.1883976577533,7.49395370506036,-6.16588519003571,1.79945591685096e-08,5.35060844195479e-07,9.04577873787979,"NFIX","4784"
"228843_at",-1.29776870545016,6.63993744647802,-6.16500471126384,1.80657112615432e-08,5.36787264179941e-07,9.04194623261571,"ARL10","285598"
"206799_at",3.93720481064308,3.36018149750878,6.1644917572085,1.81072913014481e-08,5.3757754542098e-07,9.03971357455168,"SCGB1D2","10647"
"230707_at",1.41380362648918,5.21352287182253,6.16435332088895,1.81185291135449e-08,5.3757754542098e-07,9.03911103663309,"SORL1","6653"
"227249_at",-1.11291202483834,7.7392800202562,-6.16381629712232,1.81621881138949e-08,5.38483269285718e-07,9.03677371711482,"NDE1","54820"
"209193_at",-1.01065366620874,7.03530189072748,-6.16321839888229,1.82109181925852e-08,5.39148367919684e-07,9.03417154838299,"PIM1","5292"
"242939_at",-1.35724917139364,6.53239952914729,-6.15952064309538,1.85151721060149e-08,5.43447471034384e-07,9.01808050222768,"TFDP1","7027"
"218480_at",-1.26102249093786,6.33681303174506,-6.15716825585659,1.87113321475039e-08,5.48431137168771e-07,9.0078459870479,"AGBL5","60509"
"226985_at",1.47202009554019,6.33342551514609,6.15704023235715,1.87220663486473e-08,5.48431137168771e-07,9.00728904218168,"FGD5","152273"
"214981_at",1.45360996154708,6.52185302057975,6.15265981878536,1.90930268245567e-08,5.57614296235131e-07,8.9882356540703,"POSTN","10631"
"221665_s_at",1.42621653785202,5.51971115977852,6.15089231158599,1.92447549011356e-08,5.61645501755278e-07,8.98054914765852,"EPS8L1","54869"
"213947_s_at",-1.28830531828299,7.36082189341028,-6.15050150025662,1.92784635307841e-08,5.62229102856523e-07,8.97884971654426,"NUP210","23225"
